IRN,Funding Plan,District,County,FY21,FY22,FY23,FY24,FY25,FY27
44677,Fair School Funding Plan,Princeton City,Hamilton,7398602.205,8410946.581,9224519.139,11716945.73,11876492.7,11797989.81
44677,Ohio House Proposal,Princeton City,Hamilton,7398602.205,8410946.581,9224519.139,11716945.73,11876492.7,11717070.47
48975,Fair School Funding Plan,Put-In-Bay Local,Ottawa,23207.90778,85521.51944,128738.7203,143909.7316,180169.74,3933386.536
48975,Ohio House Proposal,Put-In-Bay Local,Ottawa,23207.90778,85521.51944,128738.7203,143909.7316,180169.74,387021.2815
45880,Fair School Funding Plan,Pymatuning Valley Local,Ashtabula,9660382.957,9546049.273,9135613.119,9762362.017,10159466.97,14755124.77
45880,Ohio House Proposal,Pymatuning Valley Local,Ashtabula,9660382.957,9546049.273,9135613.119,9762362.017,10159466.97,10058155.58
44685,Fair School Funding Plan,Ravenna City,Portage,15171490.88,14454105.65,14490896.14,14806109.5,13621968.26,17181691.24
44685,Ohio House Proposal,Ravenna City,Portage,15171490.88,14454105.65,14490896.14,14806109.5,13621968.26,13462756.7
44693,Fair School Funding Plan,Reading Community City,Hamilton,7963384.331,7857105.401,7725577.748,8333819.102,8394948.06,10236075.54
44693,Ohio House Proposal,Reading Community City,Hamilton,7963384.331,7857105.401,7725577.748,8333819.102,8394948.06,8952896.724
50054,Fair School Funding Plan,Revere Local,Summit,4323313.93,1959614.038,2027504.087,2922250.817,3359062.4,38183430.26
50054,Ohio House Proposal,Revere Local,Summit,4323313.93,1959614.038,2027504.087,2922250.817,3359062.4,7380128.147
47001,Fair School Funding Plan,Reynoldsburg City,Franklin,44475414.61,43255428.68,42802267.32,49952241.58,52651844.71,52602454.17
47001,Ohio House Proposal,Reynoldsburg City,Franklin,44475414.61,43255428.68,42802267.32,49952241.58,52651844.71,51728852.57
46599,Fair School Funding Plan,Richmond Heights Local,Cuyahoga,171693.375,386087.9386,793097.7738,1522412.529,1644322.25,4206580.846
46599,Ohio House Proposal,Richmond Heights Local,Cuyahoga,171693.375,386087.9386,793097.7738,1522412.529,1644322.25,2163643.859
48439,Fair School Funding Plan,Ridgedale Local,Marion,5654961.567,3230192.407,3313541.426,3569054.831,3725469.04,5620221.01
48439,Ohio House Proposal,Ridgedale Local,Marion,5654961.567,3230192.407,3313541.426,3569054.831,3725469.04,3904209.42
47506,Fair School Funding Plan,Ridgemont Local,Hardin,3079435.669,3662662.71,3823676.821,4087795.414,4562858.27,8761499.99
47506,Ohio House Proposal,Ridgemont Local,Hardin,3079435.669,3662662.71,3823676.821,4087795.414,4562858.27,4959238.296
46474,Fair School Funding Plan,Ridgewood Local,Coshocton,10168072.48,9402244.893,9070988.529,9179058.191,10033586.79,13660558.96
46474,Ohio House Proposal,Ridgewood Local,Coshocton,10168072.48,9402244.893,9070988.529,9179058.191,10033586.79,10519297.87
46078,Fair School Funding Plan,Ripley-Union-Lewis-Huntington Local,Brown,7767369.796,7226194.468,6879858.226,7428403.789,7732737.33,9327502.543
46078,Ohio House Proposal,Ripley-Union-Lewis-Huntington Local,Brown,7767369.796,7226194.468,6879858.226,7428403.789,7732737.33,7627186.388
45591,Fair School Funding Plan,Rittman Exempted Village,Wayne,8313143.964,7747563.03,7453763.951,7384438.796,7156909.87,11773075.56
45591,Ohio House Proposal,Rittman Exempted Village,Wayne,8313143.964,7747563.03,7453763.951,7384438.796,7156909.87,7531851.141
48447,Fair School Funding Plan,River Valley Local,Marion,3325356.86,9114260.968,9244883.505,9785877.274,10781464.39,11458335.99
48447,Ohio House Proposal,River Valley Local,Marion,3325356.86,9114260.968,9244883.505,9785877.274,10781464.39,10653818.84
46482,Fair School Funding Plan,River View Local,Coshocton,10169934.51,9465956.887,9078688.095,8812184.474,8929793.8,12210080.95
46482,Ohio House Proposal,River View Local,Coshocton,10169934.51,9465956.887,9078688.095,8812184.474,8929793.8,9094038.571
47514,Fair School Funding Plan,Riverdale Local,Hancock,3678617.728,5591629.697,5233262.524,5844051.918,5841205.99,6516892.592
47514,Ohio House Proposal,Riverdale Local,Hancock,3678617.728,5591629.697,5233262.524,5844051.918,5841205.99,5925255.202
47894,Fair School Funding Plan,Riverside Local,Lake,16205557.51,7946119.897,7691538.848,7788472.127,7927226.29,8894059.193
47894,Ohio House Proposal,Riverside Local,Lake,16205557.51,7946119.897,7691538.848,7788472.127,7927226.29,7805949.396
48090,Ohio House Proposal,Riverside Local,Logan,6217803.904,5946873.391,5715150.405,5655448.177,5785068.98,5737319.297
48090,Fair School Funding Plan,Riverside Local,Logan,6217803.904,5946873.391,5715150.405,5655448.177,5785068.98,5678497.246
47944,Fair School Funding Plan,Rock Hill Local,Lawrence,9716537.637,13717687.79,13385319.6,12880438.31,12346672.09,14051057.54
47944,Ohio House Proposal,Rock Hill Local,Lawrence,9716537.637,13717687.79,13385319.6,12880438.31,12346672.09,12746086.7
44701,Fair School Funding Plan,Rocky River City,Cuyahoga,1423430.345,1609923.655,1711292.279,2424218.77,2805721.69,6136127.34
44701,Ohio House Proposal,Rocky River City,Cuyahoga,1423430.345,1609923.655,1711292.279,2424218.77,2805721.69,2824367.113
47308,Fair School Funding Plan,Rolling Hills Local,Guernsey,6604577.318,9280740.008,8986148.238,8495697.428,8702246.37,8745395.336
47308,Ohio House Proposal,Rolling Hills Local,Guernsey,6604577.318,9280740.008,8986148.238,8495697.428,8702246.37,8586741.879
49213,Fair School Funding Plan,Rootstown Local,Portage,8773243.11,4172519.003,4155817.096,4055257.661,3934350.92,4447925.065
49213,Ohio House Proposal,Rootstown Local,Portage,8773243.11,4172519.003,4155817.096,4055257.661,3934350.92,3972176.718
46144,Fair School Funding Plan,Ross Local,Butler,11890216.14,11311266.86,10793108.42,10968366.31,10282049.81,11359005.6
46144,Ohio House Proposal,Ross Local,Butler,11890216.14,11311266.86,10793108.42,10968366.31,10282049.81,10165965.1
45609,Fair School Funding Plan,Rossford Exempted Village,Wood,4466792.565,4383438.746,4225263.417,4299925.424,4072339.4,5075606.475
45609,Ohio House Proposal,Rossford Exempted Village,Wood,4466792.565,4383438.746,4225263.417,4299925.424,4072339.4,4056248.375
49817,Fair School Funding Plan,Russia Local,Shelby,4076821.868,3218197.617,3160257.52,3521703.488,3453218.78,11605535.79
49817,Ohio House Proposal,Russia Local,Shelby,4076821.868,3218197.617,3160257.52,3521703.488,3453218.78,4731979.899
44735,Fair School Funding Plan,Salem City,Columbiana,8698185.489,8267739.123,9221020.79,10389432,11708455.92,27032077.84
44735,Ohio House Proposal,Salem City,Columbiana,8698185.489,8267739.123,9221020.79,10389432,11708455.92,13950589.9
44743,Fair School Funding Plan,Sandusky City,Erie,20687237.58,20029244.15,22921279.84,24093615.27,25214663.24,28105399.5
44743,Ohio House Proposal,Sandusky City,Erie,20687237.58,20029244.15,22921279.84,24093615.27,25214663.24,24809414.21
49940,Fair School Funding Plan,Sandy Valley Local,Stark,26434172.09,10705554.92,10221537.28,9813169.658,10107947.28,14086810.73
49940,Ohio House Proposal,Sandy Valley Local,Stark,26434172.09,10705554.92,10221537.28,9813169.658,10107947.28,10082037.68
49130,Fair School Funding Plan,Scioto Valley Local,Pike,11789822.57,10472054.29,10299252.08,10783394.56,10331171.44,11224129.53
49130,Ohio House Proposal,Scioto Valley Local,Pike,11789822.57,10472054.29,10299252.08,10783394.56,10331171.44,10230557.48
48355,Fair School Funding Plan,Sebring Local,Mahoning,4305375.268,5140681.171,4880024.578,4686023.148,4607946.44,5808183.801
48355,Ohio House Proposal,Sebring Local,Mahoning,4305375.268,5140681.171,4880024.578,4686023.148,4607946.44,4560619.58
49684,Fair School Funding Plan,Seneca East Local,Seneca,9453290.287,5307161.664,5239148.823,5660138.066,5509811.67,8718761.489
49684,Ohio House Proposal,Seneca East Local,Seneca,9453290.287,5307161.664,5239148.823,5660138.066,5509811.67,6032419.663
46003,Fair School Funding Plan,Shadyside Local,Belmont,4880461.089,4626266.537,4534943.346,4735536.787,5201902.46,5440788.939
46003,Ohio House Proposal,Shadyside Local,Belmont,4880461.089,4626266.537,4534943.346,4735536.787,5201902.46,5316792.062
44750,Fair School Funding Plan,Shaker Heights City,Cuyahoga,17929185.17,17215004.36,16840940.62,16498138.58,16334831.08,18359474.9
44750,Ohio House Proposal,Shaker Heights City,Cuyahoga,17929185.17,17215004.36,16840940.62,16498138.58,16334831.08,16141026.83
45799,Ohio House Proposal,Shawnee Local,Allen,5030727.887,4882135.27,3764578.382,3633970.678,3078960.44,3089824.86
45799,Fair School Funding Plan,Shawnee Local,Allen,5030727.887,4882135.27,3764578.382,3633970.678,3078960.44,3076790.483
44768,Fair School Funding Plan,Sheffield-Sheffield Lake City,Lorain,5784281.514,5527832.312,5280140.029,5108903.079,5024820.5,8476889.671
44768,Ohio House Proposal,Sheffield-Sheffield Lake City,Lorain,5784281.514,5527832.312,5280140.029,5108903.079,5024820.5,5015612.518
44776,Fair School Funding Plan,Shelby City,Richland,12366902.72,11456596.55,10796027.66,11205447.96,10539417.09,15353240.69
44776,Ohio House Proposal,Shelby City,Richland,12366902.72,11456596.55,10796027.66,11205447.96,10539417.09,10476403.2
44784,Fair School Funding Plan,Sidney City,Shelby,18686283.23,17662825.85,17075814.52,17951720.99,17279779.82,19944082.37
44784,Ohio House Proposal,Sidney City,Shelby,18686283.23,17662825.85,17075814.52,17951720.99,17279779.82,17920095.73
46607,Fair School Funding Plan,Solon City,Cuyahoga,3065329.632,3273379.629,3241588.822,4488113.351,4837543.87,8469346.606
46607,Ohio House Proposal,Solon City,Cuyahoga,3065329.632,3273379.629,3241588.822,4488113.351,4837543.87,5412940.006
47738,Fair School Funding Plan,South Central Local,Huron,8170328.536,6900011.898,6874153.202,7475419.071,7574671.44,10335937.75
47738,Ohio House Proposal,South Central Local,Huron,8170328.536,6900011.898,6874153.202,7475419.071,7574671.44,7708660.426
44792,Fair School Funding Plan,South Euclid-Lyndhurst City,Cuyahoga,5529349.384,5822671.743,5872875.381,6056707.786,6804322.97,7035689.011
44792,Ohio House Proposal,South Euclid-Lyndhurst City,Cuyahoga,5529349.384,5822671.743,5872875.381,6056707.786,6804322.97,6740784.656
47951,Fair School Funding Plan,South Point Local,Lawrence,14765570.3,11799657.94,11272434.38,11153515.32,10975018.96,10866572.53
47951,Ohio House Proposal,South Point Local,Lawrence,14765570.3,11799657.94,11272434.38,11153515.32,10975018.96,10833083.05
48363,Fair School Funding Plan,South Range Local,Mahoning,5587526.974,6312122.46,5834660.33,5542514.325,5372186.83,70873938.48
48363,Ohio House Proposal,South Range Local,Mahoning,5587526.974,6312122.46,5834660.33,5542514.325,5372186.83,6312428.727
44800,Ohio House Proposal,South-Western City,Franklin,157045605.5,146795176.7,143590871.2,154818973.5,151278514.3,148559668.7
44800,Fair School Funding Plan,South-Western City,Franklin,157045605.5,146795176.7,143590871.2,154818973.5,151278514.3,148491682.6
49221,Ohio House Proposal,Southeast Local,Portage,3726415.072,9922296.951,9572489.443,9249925.055,10053097.99,9915989.715
49221,Fair School Funding Plan,Southeast Local,Portage,3726415.072,9922296.951,9572489.443,9249925.055,10053097.99,9883720.333
50583,Fair School Funding Plan,Southeast Local,Wayne,9760152.822,6618453.932,6348539.982,6191225.12,6109256.64,9003904.019
50583,Ohio House Proposal,Southeast Local,Wayne,9760152.822,6618453.932,6348539.982,6191225.12,6109256.64,6040696.301
49528,Fair School Funding Plan,Southeastern Local,Ross,7892876.219,9911872.262,9435634.477,9089956.835,8893317.96,12581353.22
49528,Ohio House Proposal,Southeastern Local,Ross,7892876.219,9911872.262,9435634.477,9089956.835,8893317.96,9173713.425
46276,Fair School Funding Plan,Southeastern Local,Clark,4875545.424,4908065.922,4826061.012,5262033.858,5495735.13,8758312.668
46276,Ohio House Proposal,Southeastern Local,Clark,4875545.424,4908065.922,4826061.012,5262033.858,5495735.13,5936173.433
46441,Fair School Funding Plan,Southern Local,Columbiana,8960064.04,8658562.281,8816675.761,9116744.645,9343714.14,12855747.68
48538,Fair School Funding Plan,Southern Local,Meigs,20391187.9,6441212.448,6620026.137,7105439.575,7210634.01,11178973.57
49064,Fair School Funding Plan,Southern Local,Perry,12498584.17,9040172.104,8887058.204,8926360.631,8915452.53,9936163.639
46441,Ohio House Proposal,Southern Local,Columbiana,8960064.04,8658562.281,8816675.761,9116744.645,9343714.14,9282421.418
49064,Ohio House Proposal,Southern Local,Perry,12498584.17,9040172.104,8887058.204,8926360.631,8915452.53,8833793.475
48538,Ohio House Proposal,Southern Local,Meigs,20391187.9,6441212.448,6620026.137,7105439.575,7210634.01,7933683.848
50237,Fair School Funding Plan,Southington Local,Trumbull,7236603.833,3472307.76,3348389.817,3298103.284,3259364.01,6752063.028
50237,Ohio House Proposal,Southington Local,Trumbull,7236603.833,3472307.76,3348389.817,3298103.284,3259364.01,4840379.726
48041,Fair School Funding Plan,Southwest Licking Local,Licking,5170773.864,16907828.87,16619143.38,19845509.12,19663859.5,26516865.71
48041,Ohio House Proposal,Southwest Licking Local,Licking,5170773.864,16907828.87,16619143.38,19845509.12,19663859.5,19505581.65
47381,Fair School Funding Plan,Southwest Local,Hamilton,30440701.35,16016122.09,16364623.48,18498590.19,17987041.62,21948222.28
47381,Ohio House Proposal,Southwest Local,Hamilton,30440701.35,16016122.09,16364623.48,18498590.19,17987041.62,18318680.06
45807,Fair School Funding Plan,Spencerville Local,Allen,6398242.112,6038495.784,5889281.52,6723414.05,6935334.59,7893963.876
45807,Ohio House Proposal,Spencerville Local,Allen,6398242.112,6038495.784,5889281.52,6723414.05,6935334.59,7085610.72
50427,Fair School Funding Plan,Springboro Community City,Warren,10383783.26,16027109.1,15538589.89,15499106.66,15811352.54,53945885.04
50427,Ohio House Proposal,Springboro Community City,Warren,10383783.26,16027109.1,15538589.89,15499106.66,15811352.54,17212143.02
44818,Ohio House Proposal,Springfield City School District,Clark,78748233.19,74856857.81,73551908.99,75730714.81,75893278.1,74573272.16
44818,Fair School Funding Plan,Springfield City School District,Clark,78748233.19,74856857.81,73551908.99,75730714.81,75893278.1,74495182.71
50062,Fair School Funding Plan,Springfield Local,Summit,1683044.771,9604262.471,9152919.171,8829783.898,8697419.96,12019355.57
48223,Fair School Funding Plan,Springfield Local,Lucas,2816556.422,6653416.114,6604829.507,7846543.588,7360148.8,9519818.702
50062,Ohio House Proposal,Springfield Local,Summit,1683044.771,9604262.471,9152919.171,8829783.898,8697419.96,8896501.035
48223,Ohio House Proposal,Springfield Local,Lucas,2816556.422,6653416.114,6604829.507,7846543.588,7360148.8,7372716.643
48371,Fair School Funding Plan,Springfield Local,Mahoning,6602910.608,3893484.931,3755961.056,3596781.413,3378190.1,3411137.259
48371,Ohio House Proposal,Springfield Local,Mahoning,6602910.608,3893484.931,3755961.056,3596781.413,3378190.1,3358276.331
44719,Fair School Funding Plan,St Bernard-Elmwood Place City,Hamilton,5676573.9,6309743.06,6293612.227,6895526.284,7102278.86,7150878.079
44719,Ohio House Proposal,St Bernard-Elmwood Place City,Hamilton,5676573.9,6309743.06,6293612.227,6895526.284,7102278.86,7045754.005
45997,Fair School Funding Plan,St Clairsville-Richland City,Belmont,3948822.894,3862498.038,3943492.481,3895769.124,3859839.18,5594525.395
45997,Ohio House Proposal,St Clairsville-Richland City,Belmont,3948822.894,3862498.038,3943492.481,3895769.124,3859839.18,4126899.209
48587,Fair School Funding Plan,St Henry Consolidated Local,Mercer,6724113.537,5661265.862,5497416.134,5716723.37,5742528.62,11727970.82
48587,Ohio House Proposal,St Henry Consolidated Local,Mercer,6724113.537,5661265.862,5497416.134,5716723.37,5742528.62,5974126.633
44727,Fair School Funding Plan,St Marys City,Auglaize,12208654.24,11381709.8,10943260.37,11757724.46,11775624.69,28436038.64
44727,Ohio House Proposal,St Marys City,Auglaize,12208654.24,11381709.8,10943260.37,11757724.46,11775624.69,15392465.14
44826,Fair School Funding Plan,Steubenville City,Jefferson,22768183.99,21282657.2,22685875.01,25270325.74,26575071.72,26741798.49
44826,Ohio House Proposal,Steubenville City,Jefferson,22768183.99,21282657.2,22685875.01,25270325.74,26575071.72,26318270.1
44834,Fair School Funding Plan,Stow-Munroe Falls City School District,Summit,16931291.64,16020867.71,15287564.87,15661970.02,14477363.58,14523656.48
44834,Ohio House Proposal,Stow-Munroe Falls City School District,Summit,16931291.64,16020867.71,15287564.87,15661970.02,14477363.58,14234418.78
50294,Fair School Funding Plan,Strasburg-Franklin Local,Tuscarawas,15600187.14,3233625.015,3115379.583,3316200.694,2923429.77,3168752.9
50294,Ohio House Proposal,Strasburg-Franklin Local,Tuscarawas,15600187.14,3233625.015,3115379.583,3316200.694,2923429.77,2960020.309
49239,Fair School Funding Plan,Streetsboro City,Portage,10576239.19,5617028.524,5030016.78,4895021.064,5320282.96,6172871.019
49239,Ohio House Proposal,Streetsboro City,Portage,10576239.19,5617028.524,5030016.78,4895021.064,5320282.96,5488227.138
44842,Fair School Funding Plan,Strongsville City,Cuyahoga,8248454.474,8824339.532,8960969.969,8995774.161,9188521.18,15632300.5
44842,Ohio House Proposal,Strongsville City,Cuyahoga,8248454.474,8824339.532,8960969.969,8995774.161,9188521.18,9689973.682
44859,Fair School Funding Plan,Struthers City,Mahoning,15451408.4,14324350.58,14078457.66,14427912.44,14710913.33,15598514.73
44859,Ohio House Proposal,Struthers City,Mahoning,15451408.4,14324350.58,14078457.66,14427912.44,14710913.33,14456301.33
50658,Ohio House Proposal,Stryker Local,Williams,3923983.797,3394252.89,3148218.271,3021768.403,2852531.13,3820564.327
50658,Fair School Funding Plan,Stryker Local,Williams,3923983.797,3394252.89,3148218.271,3021768.403,2852531.13,3134185.998
47092,Fair School Funding Plan,Swanton Local,Fulton,4770857.63,4410013.932,4046753.356,3969297.256,4080254.67,5157724.586
47092,Ohio House Proposal,Swanton Local,Fulton,4770857.63,4410013.932,4046753.356,3969297.256,4080254.67,4058321.733
48652,Fair School Funding Plan,Switzerland of Ohio Local,Monroe,4390390.965,12523484.85,11876315.27,11168647.93,9876602.43,10466041.01
48652,Ohio House Proposal,Switzerland of Ohio Local,Monroe,4390390.965,12523484.85,11876315.27,11168647.93,9876602.43,9785692.52
44867,Fair School Funding Plan,Sycamore Community City,Hamilton,3346809.297,4021673.643,4340497.619,6512417.378,7138857.5,12055923.81
44867,Ohio House Proposal,Sycamore Community City,Hamilton,3346809.297,4021673.643,4340497.619,6512417.378,7138857.5,10140041.32
44875,Fair School Funding Plan,Sylvania Schools,Lucas,18179712.89,18327291.45,17681778.25,20029838.37,19293958.1,23866095.89
44875,Ohio House Proposal,Sylvania Schools,Lucas,18179712.89,18327291.45,17681778.25,20029838.37,19293958.1,19307003.09
47969,Fair School Funding Plan,Symmes Valley Local,Lawrence,12554088.35,9298927.235,9027394.69,8808317.761,8575882.84,9006503.435
47969,Ohio House Proposal,Symmes Valley Local,Lawrence,12554088.35,9298927.235,9027394.69,8808317.761,8575882.84,8451287.502
46151,Fair School Funding Plan,Talawanda City,Butler,9544901.572,9222304.55,9006275.625,8622406.598,8703207.15,9093227.149
46151,Ohio House Proposal,Talawanda City,Butler,9544901.572,9222304.55,9006275.625,8622406.598,8703207.15,8676269.442
44883,Fair School Funding Plan,Tallmadge City,Summit,9279016.296,8673915.756,8336713.446,9445464.679,9741734.81,14961007.68
44883,Ohio House Proposal,Tallmadge City,Summit,9279016.296,8673915.756,8336713.446,9445464.679,9741734.81,9683855.142
49098,Fair School Funding Plan,Teays Valley Local,Pickaway,8903072.619,21178806.07,21871780.04,24598622.92,27535441.88,40677655.14
49098,Ohio House Proposal,Teays Valley Local,Pickaway,8903072.619,21178806.07,21871780.04,24598622.92,27535441.88,28023279.33
46243,Fair School Funding Plan,Tecumseh Local,Clark,24012948.21,22381608.31,21622951.48,19046372.64,19826327.59,28981697.83
46243,Ohio House Proposal,Tecumseh Local,Clark,24012948.21,22381608.31,21622951.48,19046372.64,19826327.59,20116502.23
47399,Fair School Funding Plan,Three Rivers Local,Hamilton,16385679.02,6867503.814,6731968.751,6481308.504,6373396.24,6584517.681
47399,Ohio House Proposal,Three Rivers Local,Hamilton,16385679.02,6867503.814,6731968.751,6481308.504,6373396.24,6344796.668
44891,Fair School Funding Plan,Tiffin City,Seneca,12779752,12104157.81,11778595.98,12805529.65,13994670.46,19825804.79
44891,Ohio House Proposal,Tiffin City,Seneca,12779752,12104157.81,11778595.98,12805529.65,13994670.46,13845005.02
45617,Fair School Funding Plan,Tipp City Exempted Village,Miami,6482993.462,7035595.816,6420007.705,6366542.61,6499111.54,6685000.167
45617,Ohio House Proposal,Tipp City Exempted Village,Miami,6482993.462,7035595.816,6420007.705,6366542.61,6499111.54,6492406.683
44909,Fair School Funding Plan,Toledo City,Lucas,225774742.7,209612334.2,202767194.2,207516182.4,211892215.8,315712768.5
44909,Ohio House Proposal,Toledo City,Lucas,225774742.7,209612334.2,202767194.2,207516182.4,211892215.8,208970470.7
44917,Fair School Funding Plan,Toronto City,Jefferson,7612712.739,7102333.961,6944231.421,7645014.979,8528423.85,13656966.44
44917,Ohio House Proposal,Toronto City,Jefferson,7612712.739,7102333.961,6944231.421,7645014.979,8528423.85,9620671.978
91397,Fair School Funding Plan,Tri-County North Local,Preble,7344089.745,3853861.365,3621405.58,4116175.337,#ERROR!,4969133.173
91397,Ohio House Proposal,Tri-County North Local,Preble,7344089.745,3853861.365,3621405.58,4116175.337,3878415.85,3839697.955
48876,Fair School Funding Plan,Tri-Valley Local,Muskingum,16980290.67,17562986.72,16856174.92,15920928.54,15553385.65,15803916.16
48876,Ohio House Proposal,Tri-Valley Local,Muskingum,16980290.67,17562986.72,16856174.92,15920928.54,15553385.65,15401111.83
46680,Fair School Funding Plan,Tri-Village Local,Darke,5536736.825,5657181.326,5649682.833,6110495.897,6356711.52,8882383.546
46680,Ohio House Proposal,Tri-Village Local,Darke,5536736.825,5657181.326,5649682.833,6110495.897,6356711.52,6524409.056
46201,Fair School Funding Plan,Triad Local,Champaign,5147936.537,4831399.328,4889453.356,5091463.333,4767468.01,6665979.607
46201,Ohio House Proposal,Triad Local,Champaign,5147936.537,4831399.328,4889453.356,5091463.333,4767468.01,4715875.373
45922,Fair School Funding Plan,Trimble Local,Athens,12421843.04,11439378.67,11000852.26,11095139.31,10686148.14,15767537.39
45922,Ohio House Proposal,Trimble Local,Athens,12421843.04,11439378.67,11000852.26,11095139.31,10686148.14,11129559.09
50591,Ohio House Proposal,Triway Local,Wayne,7009638.351,8116985.402,7824489.55,7568230.848,7463305.72,7393258.05
50591,Fair School Funding Plan,Triway Local,Wayne,7009638.351,8116985.402,7824489.55,7568230.848,7463305.72,7325817.742
48694,Fair School Funding Plan,Trotwood-Madison City,Montgomery,1077432.767,25033677.38,24216247.72,24579747.31,24418637.31,34227675.18
48694,Ohio House Proposal,Trotwood-Madison City,Montgomery,1077432.767,25033677.38,24216247.72,24579747.31,24418637.31,24088572.74
44925,Fair School Funding Plan,Troy City,Miami,13456238.89,12610842.01,12504432.21,11147301.34,10022931.09,12975153.67
44925,Ohio House Proposal,Troy City,Miami,13456238.89,12610842.01,12504432.21,11147301.34,10022931.09,10029642.82
50302,Ohio House Proposal,Tuscarawas Valley Local,Tuscarawas,3451968.548,5636919.828,5278134.365,4820909.286,4997726.1,4964621.104
50302,Fair School Funding Plan,Tuscarawas Valley Local,Tuscarawas,3451968.548,5636919.828,5278134.365,4820909.286,4997726.1,4928064.189
49957,Fair School Funding Plan,Tuslaw Local,Stark,11592805.6,6216395.378,6044823.681,5861930.408,5861429.53,5954013.027
49957,Ohio House Proposal,Tuslaw Local,Stark,11592805.6,6216395.378,6044823.681,5861930.408,5861429.53,5816132.709
49296,Fair School Funding Plan,Twin Valley Community Local,Preble,9563764.804,5555982.558,5392572.014,5794022,6337113,8646057.302
49296,Ohio House Proposal,Twin Valley Community Local,Preble,9563764.804,5555982.558,5392572.014,5794022,6337113,6409916.29
50070,Fair School Funding Plan,Twinsburg City,Summit,10002799.02,6516579.839,6590386.055,7947722.964,6382352.25,6878557.275
50070,Ohio House Proposal,Twinsburg City,Summit,10002799.02,6516579.839,6590386.055,7947722.964,6382352.25,6441626.417
46011,Ohio House Proposal,Union Local,Belmont,9634600.969,9038532,8523516.548,8214537.477,8043524.3,7953693.603
46011,Fair School Funding Plan,Union Local,Belmont,9634600.969,9038532,8523516.548,8214537.477,8043524.3,7936563.101
49536,Fair School Funding Plan,Union-Scioto Local,Ross,10593889.69,12840804.01,12133631.47,12351734.97,13124891.71,20298757.85
49536,Ohio House Proposal,Union-Scioto Local,Ross,10593889.69,12840804.01,12133631.47,12351734.97,13124891.71,13697704.74
46458,Ohio House Proposal,United Local,Columbiana,8529961.237,7956652.794,7556720.518,7139238.953,6902548.81,6822347.753
46458,Fair School Funding Plan,United Local,Columbiana,8529961.237,7956652.794,7556720.518,7139238.953,6902548.81,6775391.018
44933,Fair School Funding Plan,Upper Arlington City,Franklin,2686154.921,2828318.388,2993123.984,5310239.991,5995707.94,11487460.93
44933,Ohio House Proposal,Upper Arlington City,Franklin,2686154.921,2828318.388,2993123.984,5310239.991,5995707.94,9646056.659
45625,Fair School Funding Plan,Upper Sandusky Exempted Village,Wyandot,7343768.464,6962070.135,6810678.598,6963407.329,6664779.17,10638782.81
45625,Ohio House Proposal,Upper Sandusky Exempted Village,Wyandot,7343768.464,6962070.135,6810678.598,6963407.329,6664779.17,6613677.354
47522,Fair School Funding Plan,Upper Scioto Valley Local,Hardin,6010456.535,3839561.273,3729029.537,3962067.216,3967702.11,4793986.514
47522,Ohio House Proposal,Upper Scioto Valley Local,Hardin,6010456.535,3839561.273,3729029.537,3962067.216,3967702.11,3914804.643
44941,Fair School Funding Plan,Urbana City,Champaign,12013112.66,11218387.05,10859907.38,11183608.96,10736608.53,15311454.36
44941,Ohio House Proposal,Urbana City,Champaign,12013112.66,11218387.05,10859907.38,11183608.96,10736608.53,10620865.43
49643,Fair School Funding Plan,Valley Local,Scioto,16760960.08,10998354.55,10591331.99,10186649.21,9947625.72,11860130.6
49643,Ohio House Proposal,Valley Local,Scioto,16760960.08,10998354.55,10591331.99,10186649.21,9947625.72,9811503.402
48744,Fair School Funding Plan,Valley View Local,Montgomery,12034888.87,8641485.156,8146195.518,8784414.4,7796181.83,10453342.73
48744,Ohio House Proposal,Valley View Local,Montgomery,12034888.87,8641485.156,8146195.518,8784414.4,7796181.83,7731607.161
47464,Fair School Funding Plan,Van Buren Local,Hancock,4208282.708,1042228.75,1153030.796,1339357.668,1168990.91,1703589.63
47464,Ohio House Proposal,Van Buren Local,Hancock,4208282.708,1042228.75,1153030.796,1339357.668,1168990.91,1278346.423
44966,Fair School Funding Plan,Van Wert City,Van Wert,13773748.33,13388123.84,12953432.22,13474188.98,12754205.48,17345568.87
44966,Ohio House Proposal,Van Wert City,Van Wert,13773748.33,13388123.84,12953432.22,13474188.98,12754205.48,12603932.98
44958,Fair School Funding Plan,Vandalia-Butler City,Montgomery,3822222.827,4013208.539,3880782.345,5023517.372,4450970.57,6390067.376
44958,Ohio House Proposal,Vandalia-Butler City,Montgomery,3822222.827,4013208.539,3880782.345,5023517.372,4450970.57,4503708.789
47472,Fair School Funding Plan,Vanlue Local,Hancock,-3849.164406,1213493.34,1178430.211,1338130.717,1143559.31,1786505.892
47472,Ohio House Proposal,Vanlue Local,Hancock,-3849.164406,1213493.34,1178430.211,1338130.717,1143559.31,1179210.368
46821,Fair School Funding Plan,Vermilion Local,Erie,4895469.919,4778700.054,4466873.267,4425917.486,4402187.1,4560208.947
46821,Ohio House Proposal,Vermilion Local,Erie,4895469.919,4778700.054,4466873.267,4425917.486,4402187.1,4395744.548
45633,Fair School Funding Plan,Versailles Exempted Village,Darke,9745362.237,9167386.763,8813986.641,8390129.122,8097212.17,8763228.451
