IRN,Funding Plan,District,County,FY21,FY22,FY23,FY24,FY25,FY27
46953,Fair School Funding Plan,Hamilton Local,Franklin,25986589.11,24726157.47,23793426.98,25564753.62,27252800.44,38498965.46
46953,Ohio House Proposal,Hamilton Local,Franklin,25986589.11,24726157.47,23793426.98,25564753.62,27252800.44,28511462.86
47498,Fair School Funding Plan,Hardin Northern Local,Hardin,1259184.919,3013945.056,2941348.154,3226053.185,3187275.45,3893589.147
47498,Ohio House Proposal,Hardin Northern Local,Hardin,1259184.919,3013945.056,2941348.154,3226053.185,3187275.45,3147273.693
49791,Fair School Funding Plan,Hardin-Houston Local,Shelby,5114541.689,6168806.302,5957046.169,6297608.345,6102767.95,7765323.506
49791,Ohio House Proposal,Hardin-Houston Local,Shelby,5114541.689,6168806.302,5957046.169,6297608.345,6102767.95,6023405.124
45245,Fair School Funding Plan,Harrison Hills City,Harrison,10216384.41,9681708.687,9385788.966,9111601.308,9000925.79,8913585.236
45245,Ohio House Proposal,Harrison Hills City,Harrison,10216384.41,9681708.687,9385788.966,9111601.308,9000925.79,8897284.168
44115,Fair School Funding Plan,Heath City,Licking,7579066.567,7100429.458,6737630.778,7542721.686,6422828.98,8210516.338
44115,Ohio House Proposal,Heath City,Licking,7579066.567,7100429.458,6737630.778,7542721.686,6422828.98,6380330.523
45419,Fair School Funding Plan,Hicksville Exempted Village School District,Defiance,7593408.887,7018823.526,6803859.817,7250058.128,8186269.38,12350886.94
45419,Ohio House Proposal,Hicksville Exempted Village School District,Defiance,7593408.887,7018823.526,6803859.817,7250058.128,8186269.38,8560343.327
48801,Fair School Funding Plan,Highland Local,Morrow,7977324.266,11138607.44,10437033.14,9914896.561,9889751.82,10429282.28
48801,Ohio House Proposal,Highland Local,Morrow,7977324.266,11138607.44,10437033.14,9914896.561,9889751.82,9939947.907
48496,Ohio House Proposal,Highland Local,Medina,9751634.763,5210765.648,5152871.478,5210552.427,5551717.85,5528019.226
48496,Fair School Funding Plan,Highland Local,Medina,9751634.763,5210765.648,5152871.478,5210552.427,5551717.85,5449444.878
47019,Fair School Funding Plan,Hilliard City,Franklin,52402944.9,50267089.67,48547274.72,51492462.43,47985510.8,54321552.92
47019,Ohio House Proposal,Hilliard City,Franklin,52402944.9,50267089.67,48547274.72,51492462.43,47985510.8,47867363.53
44123,Fair School Funding Plan,Hillsboro City,Highland,17478085.14,16328855.25,15855888.09,16748839.26,17333893.03,23351087.29
44123,Ohio House Proposal,Hillsboro City,Highland,17478085.14,16328855.25,15855888.09,16748839.26,17333893.03,17251832.63
45823,Ohio House Proposal,Hillsdale Local,Ashland,4167556.927,3939093.451,3793036.257,3679097.442,3617420.72,3755612.9
45823,Fair School Funding Plan,Hillsdale Local,Ashland,4167556.927,3939093.451,3793036.257,3679097.442,3617420.72,3710373.926
47571,Fair School Funding Plan,Holgate Local,Henry,3081791.634,3066820.115,2897849.271,2958954.471,2925313.79,4249257.449
47571,Ohio House Proposal,Holgate Local,Henry,3081791.634,3066820.115,2897849.271,2958954.471,2925313.79,2890435.273
49700,Fair School Funding Plan,Hopewell-Loudon Local,Seneca,5652378.202,3631076.143,3513076.468,3296420.192,4045221.29,4095638.998
49700,Ohio House Proposal,Hopewell-Loudon Local,Seneca,5652378.202,3631076.143,3513076.468,3296420.192,4045221.29,4006503.85
50161,Fair School Funding Plan,Howland Local,Trumbull,1936701.747,4747198.529,4990311.215,5441861.529,4774803.39,5079119.534
50161,Ohio House Proposal,Howland Local,Trumbull,1936701.747,4747198.529,4990311.215,5441861.529,4774803.39,4795369.833
45427,Fair School Funding Plan,Hubbard Exempted Village,Trumbull,11086541.59,10363465.98,10010478.2,10422549.96,10287214.78,14324713.37
45427,Ohio House Proposal,Hubbard Exempted Village,Trumbull,11086541.59,10363465.98,10010478.2,10422549.96,10287214.78,10182441.84
48751,Fair School Funding Plan,Huber Heights City,Montgomery,9419229.248,34452171.12,32881782.56,35800111.15,35465664.7,53180679.27
48751,Ohio House Proposal,Huber Heights City,Montgomery,9419229.248,34452171.12,32881782.56,35800111.15,35465664.7,35144175.07
50021,Fair School Funding Plan,Hudson City,Summit,13227842.79,11522144.38,11254871.74,11107786.51,11232823.48,11716172.11
50021,Ohio House Proposal,Hudson City,Summit,13227842.79,11522144.38,11254871.74,11107786.51,11232823.48,11232573.1
49502,Fair School Funding Plan,Huntington Local,Ross,9736093.674,14252822.7,13651917.58,12700786.49,12618851.44,14759718.04
49502,Ohio House Proposal,Huntington Local,Ross,9736093.674,14252822.7,13651917.58,12700786.49,12618851.44,12434743.22
44131,Ohio House Proposal,Huron City Schools,Erie,3064656.08,2971816.361,2880197.854,2767611.438,2755823.5,2758828.917
44131,Fair School Funding Plan,Huron City Schools,Erie,3064656.08,2971816.361,2880197.854,2767611.438,2755823.5,2705056.104
46565,Fair School Funding Plan,Independence Local,Cuyahoga,704182.1441,750887.6364,814897.1903,1137864.231,1200404.2,2005215.135
46565,Ohio House Proposal,Independence Local,Cuyahoga,704182.1441,750887.6364,814897.1903,1137864.231,1200404.2,1462036.295
47803,Fair School Funding Plan,Indian Creek Local,Jefferson,6063144.735,7526776.342,7244316.456,7525913.662,8244106.63,12886719.9
47803,Ohio House Proposal,Indian Creek Local,Jefferson,6063144.735,7526776.342,7244316.456,7525913.662,8244106.63,8382573.882
45435,Fair School Funding Plan,Indian Hill Exempted Village,Hamilton,1286982.421,1320092.068,1352256.274,2025772.217,2313686.29,3912400.935
45435,Ohio House Proposal,Indian Hill Exempted Village,Hamilton,1286982.421,1320092.068,1352256.274,2025772.217,2313686.29,3172420.586
48082,Ohio House Proposal,Indian Lake Local,Logan,7718235.693,5934942.628,5742527.553,5589329.966,5525374.46,5487251.94
48082,Fair School Funding Plan,Indian Lake Local,Logan,7718235.693,5934942.628,5742527.553,5589329.966,5525374.46,5423586.782
50286,Fair School Funding Plan,Indian Valley Local,Tuscarawas,5187936.752,14458497.64,13968251.02,13519091.22,13398334.48,17531564.19
50286,Ohio House Proposal,Indian Valley Local,Tuscarawas,5187936.752,14458497.64,13968251.02,13519091.22,13398334.48,13229133.47
44149,Fair School Funding Plan,Ironton City School District,Lawrence,11309055.07,11126938.55,11278695.65,11842785.45,11343281.02,16418081.13
44149,Ohio House Proposal,Ironton City School District,Lawrence,11309055.07,11126938.55,11278695.65,11842785.45,11343281.02,11845664.39
49809,Fair School Funding Plan,Jackson Center Local,Shelby,6433382.486,3856979.134,3955271.332,4417348.682,4551294.54,6312079
49809,Ohio House Proposal,Jackson Center Local,Shelby,6433382.486,3856979.134,3955271.332,4417348.682,4551294.54,4610156.983
44156,Fair School Funding Plan,Jackson City,Jackson,18341726.27,17009938.24,16369987.35,16127642.85,16361173.39,20648327.94
44156,Ohio House Proposal,Jackson City,Jackson,18341726.27,17009938.24,16369987.35,16127642.85,16361173.39,16164713.6
49858,Fair School Funding Plan,Jackson Local,Stark,9724252.328,6751117.242,6727397.146,7279524.441,6977835.09,9945597.154
49858,Ohio House Proposal,Jackson Local,Stark,9724252.328,6751117.242,6727397.146,7279524.441,6977835.09,7521138.413
48322,Fair School Funding Plan,Jackson-Milton Local,Mahoning,4306333.837,2143534.194,2118188.004,2359482.784,2070472.62,2170292.451
48322,Ohio House Proposal,Jackson-Milton Local,Mahoning,4306333.837,2143534.194,2118188.004,2359482.784,2070472.62,2070228.412
49205,Fair School Funding Plan,James A Garfield Local,Portage,6661965.792,8184927.758,7851283.127,7587760.298,7482341.63,8371939.464
49205,Ohio House Proposal,James A Garfield Local,Portage,6661965.792,8184927.758,7851283.127,7587760.298,7482341.63,7399250.496
45872,Fair School Funding Plan,Jefferson Area Local,Ashtabula,10082430.41,9478664.967,9316339.623,10747188.91,10561545.21,15750351.99
45872,Ohio House Proposal,Jefferson Area Local,Ashtabula,10082430.41,9478664.967,9316339.623,10747188.91,10561545.21,10458812.46
48256,Fair School Funding Plan,Jefferson Local,Madison,29911561.15,4355533.174,4305589.517,3922815.937,3657099.92,3721840.918
48256,Ohio House Proposal,Jefferson Local,Madison,29911561.15,4355533.174,4305589.517,3922815.937,3657099.92,3636185.465
48686,Fair School Funding Plan,Jefferson Township Local,Montgomery,6809789.822,1119090.375,1317781.345,1395106.311,953480.08,2054869.129
48686,Ohio House Proposal,Jefferson Township Local,Montgomery,6809789.822,1119090.375,1317781.345,1395106.311,953480.08,1079938.237
49338,Fair School Funding Plan,Jennings Local,Putnam,3477310.848,2838166.088,2759662.015,2936252.202,2803922.96,3539628.644
49338,Ohio House Proposal,Jennings Local,Putnam,3477310.848,2838166.088,2759662.015,2936252.202,2803922.96,2768329.082
47985,Fair School Funding Plan,Johnstown-Monroe Local,Licking,10047359.78,4628274.859,3985873.747,3880874.602,3925102.61,4075910.573
47985,Ohio House Proposal,Johnstown-Monroe Local,Licking,10047359.78,4628274.859,3985873.747,3880874.602,3925102.61,3931620.549
48264,Ohio House Proposal,Jonathan Alder Local,Madison,4282730.905,8743364.863,8471889.458,8582618.276,8187089.53,8470980.6
48264,Fair School Funding Plan,Jonathan Alder Local,Madison,4282730.905,8743364.863,8471889.458,8582618.276,8187089.53,8463905.385
50179,Fair School Funding Plan,Joseph Badger Local,Trumbull,4385476.893,4296854.615,3678363.665,4046040.977,3960423.81,5801171.77
50179,Ohio House Proposal,Joseph Badger Local,Trumbull,4385476.893,4296854.615,3678363.665,4046040.977,3960423.81,3977521.303
49346,Fair School Funding Plan,Kalida Local,Putnam,2817062.586,3437314.951,3418096.011,3734184.416,4005407.94,5384920.927
49346,Ohio House Proposal,Kalida Local,Putnam,2817062.586,3437314.951,3418096.011,3734184.416,4005407.94,4041087.449
46797,Fair School Funding Plan,Kelleys Island Local,Erie,47805.84992,111833.7469,113601.3817,259485.6744,226831.7,364830.7052
46797,Ohio House Proposal,Kelleys Island Local,Erie,47805.84992,111833.7469,113601.3817,259485.6744,226831.7,227747.4286
47191,Fair School Funding Plan,Kenston Local,Geauga,3785347.095,4102956.685,4074634.68,3832591.98,4117057.22,4590911.848
47191,Ohio House Proposal,Kenston Local,Geauga,3785347.095,4102956.685,4074634.68,3832591.98,4117057.22,4229515.39
44164,Fair School Funding Plan,Kent City,Portage,17832130.4,17636316.1,17069822.16,18264783.27,18313576.13,27140525.75
44164,Ohio House Proposal,Kent City,Portage,17832130.4,17636316.1,17069822.16,18264783.27,18313576.13,18112235.05
44172,Fair School Funding Plan,Kenton City,Hardin,14244997.49,13362397.22,12898309.86,14256853.17,14476601.39,22596438.59
44172,Ohio House Proposal,Kenton City,Hardin,14244997.49,13362397.22,12898309.86,14256853.17,14476601.39,15017669.85
44180,Fair School Funding Plan,Kettering City School District,Montgomery,15204036.62,17031823.56,18591480.81,23392036.01,24692953.15,43282876.67
44180,Ohio House Proposal,Kettering City School District,Montgomery,15204036.62,17031823.56,18591480.81,23392036.01,24692953.15,24788797.06
48165,Fair School Funding Plan,Keystone Local,Lorain,9551810.254,6528076.839,6448046.581,6507533.117,6488841.48,6980520.894
48165,Ohio House Proposal,Keystone Local,Lorain,9551810.254,6528076.839,6448046.581,6507533.117,6488841.48,6437648.306
50435,Fair School Funding Plan,Kings Local,Warren,16754201.56,10866847.78,10682568.29,11677623.38,11341013.4,14311552.98
50435,Ohio House Proposal,Kings Local,Warren,16754201.56,10866847.78,10682568.29,11677623.38,11341013.4,12058015.45
47878,Fair School Funding Plan,Kirtland Local,Lake,7222299.818,1043643.163,1028960.871,1150331.789,1265095.41,1972869.397
47878,Ohio House Proposal,Kirtland Local,Lake,7222299.818,1043643.163,1028960.871,1150331.789,1265095.41,1477717.212
50245,Fair School Funding Plan,LaBrae Local,Trumbull,3660475.531,8035207.824,7754326.763,8398091.645,8347374.37,12304355.22
50245,Ohio House Proposal,LaBrae Local,Trumbull,3660475.531,8035207.824,7754326.763,8398091.645,8347374.37,8623588.359
49866,Fair School Funding Plan,Lake Local,Stark,6910479.809,17336857.71,16741101.31,16533056.27,16392641.03,18330416.21
49866,Ohio House Proposal,Lake Local,Stark,6910479.809,17336857.71,16741101.31,16533056.27,16392641.03,16163727.74
50690,Fair School Funding Plan,Lake Local,Wood,8304436.752,5583692.236,5440213.043,5678951.354,5680741.31,12891489.07
50690,Ohio House Proposal,Lake Local,Wood,8304436.752,5583692.236,5440213.043,5678951.354,5680741.31,5737190.053
50187,Fair School Funding Plan,Lakeview Local,Trumbull,4465687.405,5811004.768,5397986.811,5410899.611,5210703.87,5315374.084
50187,Ohio House Proposal,Lakeview Local,Trumbull,4465687.405,5811004.768,5397986.811,5410899.611,5210703.87,5186150.303
44198,Ohio House Proposal,Lakewood City,Cuyahoga,20152298.69,19106577.79,18621985.15,18195339.78,17965308.35,17835592.19
44198,Fair School Funding Plan,Lakewood City,Cuyahoga,20152298.69,19106577.79,18621985.15,18195339.78,17965308.35,17634353.94
47993,Fair School Funding Plan,Lakewood Local,Licking,4744347.646,4684652.736,4386405.417,4295296.089,4006014.37,4275231.557
47993,Ohio House Proposal,Lakewood Local,Licking,4744347.646,4684652.736,4386405.417,4295296.089,4006014.37,4009230.752
46110,Fair School Funding Plan,Lakota Local,Butler,54131572.41,51828812.31,50196773.06,50347962.12,49905936.22,53124800.5
46110,Ohio House Proposal,Lakota Local,Butler,54131572.41,51828812.31,50196773.06,50347962.12,49905936.22,49810662.89
49569,Fair School Funding Plan,Lakota Local,Sandusky,6622065.746,6488483.747,6226624.27,6227492.441,6021030.23,7494962.806
49569,Ohio House Proposal,Lakota Local,Sandusky,6622065.746,6488483.747,6226624.27,6227492.441,6021030.23,5952607.113
44206,Fair School Funding Plan,Lancaster City,Fairfield,32307290.93,30974948.5,31692384.5,35455383.34,38438948.27,59376952.69
44206,Ohio House Proposal,Lancaster City,Fairfield,32307290.93,30974948.5,31692384.5,35455383.34,38438948.27,39831541.05
44214,Fair School Funding Plan,Lebanon City,Warren,22240439.33,21421323.12,20697529.02,20564564.66,20543629.18,21161515.44
44214,Ohio House Proposal,Lebanon City,Warren,22240439.33,21421323.12,20697529.02,20564564.66,20543629.18,20400412.51
45443,Fair School Funding Plan,Leetonia Exempted Village School District,Columbiana,6448625.594,5976565.919,5527637.426,5102406.489,5008252.9,6793275.46
45443,Ohio House Proposal,Leetonia Exempted Village School District,Columbiana,6448625.594,5976565.919,5527637.426,5102406.489,5008252.9,4939827.225
49353,Fair School Funding Plan,Leipsic Local,Putnam,3349129.835,4355291.941,4592401.043,5688295.491,6129960.06,9982513.297
49353,Ohio House Proposal,Leipsic Local,Putnam,3349129.835,4355291.941,4592401.043,5688295.491,6129960.06,6740665.974
49437,Fair School Funding Plan,Lexington Local,Richland,8433539.776,9256804.068,8768935.14,9232743.092,8108997.19,10307061.44
49437,Ohio House Proposal,Lexington Local,Richland,8433539.776,9256804.068,8768935.14,9232743.092,8108997.19,8065077.093
47589,Fair School Funding Plan,Liberty Center Local,Henry,3315461.886,7016586.227,6228629.672,6576826.912,6374664.5,8788414.107
47589,Ohio House Proposal,Liberty Center Local,Henry,3315461.886,7016586.227,6228629.672,6576826.912,6374664.5,6638111.121
50195,Fair School Funding Plan,Liberty Local,Trumbull,6115963.776,3588256.866,3548528.071,4130853.238,3738278.51,7060142.615
50195,Ohio House Proposal,Liberty Local,Trumbull,6115963.776,3588256.866,3548528.071,4130853.238,3738278.51,3922625.269
46888,Fair School Funding Plan,Liberty Union-Thurston Local,Fairfield,7874179.679,7522557.733,7181749.089,7036374.278,6829082.13,8549856.882
46888,Ohio House Proposal,Liberty Union-Thurston Local,Fairfield,7874179.679,7522557.733,7181749.089,7036374.278,6829082.13,6755642.962
47449,Fair School Funding Plan,Liberty-Benton Local,Hancock,2011717.358,6478033.063,6240087.669,6794273.958,6613933.68,6682553.23
47449,Ohio House Proposal,Liberty-Benton Local,Hancock,2011717.358,6478033.063,6240087.669,6794273.958,6613933.68,6548454.932
48009,Fair School Funding Plan,Licking Heights Local,Licking,4752918.142,13451212.99,16488103.4,22684422.26,24433738.17,42376787.8
48009,Ohio House Proposal,Licking Heights Local,Licking,4752918.142,13451212.99,16488103.4,22684422.26,24433738.17,26924704.24
48017,Fair School Funding Plan,Licking Valley Local,Licking,10945154.82,12157784.62,12011275.49,13053734.58,12761916.91,17742530.29
48017,Ohio House Proposal,Licking Valley Local,Licking,10945154.82,12157784.62,12011275.49,13053734.58,12761916.91,12626423.32
44222,Fair School Funding Plan,Lima City,Allen,43685516.2,41520485.71,40422798.79,39066167.18,38462754.22,52013350.74
44222,Ohio House Proposal,Lima City,Allen,43685516.2,41520485.71,40422798.79,39066167.18,38462754.22,37908833.6
50369,Fair School Funding Plan,Lincolnview Local,Van Wert,4769492.759,4812704.644,4396585.716,4896811.354,4660146.53,6188289.226
50369,Ohio House Proposal,Lincolnview Local,Van Wert,4769492.759,4812704.644,4396585.716,4896811.354,4660146.53,4614045.985
45450,Fair School Funding Plan,Lisbon Exempted Village,Columbiana,7554064.918,7022141.754,6490517.85,6758095.704,6813491.14,10086026.68
45450,Ohio House Proposal,Lisbon Exempted Village,Columbiana,7554064.918,7022141.754,6490517.85,6758095.704,6813491.14,7149591.505
50443,Ohio House Proposal,Little Miami Local,Warren,11228318.01,12607665.52,12617299.62,12987615.33,13691096.35,15137086.64
50443,Fair School Funding Plan,Little Miami Local,Warren,11228318.01,12607665.52,12617299.62,12987615.33,13691096.35,15118297.28
44230,Fair School Funding Plan,Lockland Local,Hamilton,4344657.349,4615309.718,4729219.905,5266457.381,4845062.45,7390509.366
44230,Ohio House Proposal,Lockland Local,Hamilton,4344657.349,4615309.718,4729219.905,5266457.381,4845062.45,4940508.98
49080,Fair School Funding Plan,Logan Elm Local,Pickaway,9793160.714,8473182.658,8113392.493,7937265.093,7873534.64,8557820.926
49080,Ohio House Proposal,Logan Elm Local,Pickaway,9793160.714,8473182.658,8113392.493,7937265.093,7873534.64,7805831.95
44248,Fair School Funding Plan,Logan-Hocking Local,Hocking,26316226.29,24425866.9,23884823.06,23975126.94,22506240.95,25424568.95
44248,Ohio House Proposal,Logan-Hocking Local,Hocking,26316226.29,24425866.9,23884823.06,23975126.94,22506240.95,22249036.06
44255,Fair School Funding Plan,London City,Madison,9222473.906,8797879,8301934.975,9408811.949,9596632.27,14500423.21
44255,Ohio House Proposal,London City,Madison,9222473.906,8797879,8301934.975,9408811.949,9596632.27,9519937.934
44263,Fair School Funding Plan,Lorain City,Lorain,72572821.51,70206845.84,69014718.9,69924989.06,66800007.58,93703989.1
44263,Ohio House Proposal,Lorain City,Lorain,72572821.51,70206845.84,69014718.9,69924989.06,66800007.58,66987998.97
50203,Fair School Funding Plan,Lordstown Local,Trumbull,3938156.405,838040.1065,990757.3193,1158834.416,1016693.08,1753640.467
50203,Ohio House Proposal,Lordstown Local,Trumbull,3938156.405,838040.1065,990757.3193,1158834.416,1016693.08,1016840.431
45468,Ohio House Proposal,Loudonville-Perrysville Exempted Village,Ashland,6486513.276,6120221.929,5874851.131,5753400.779,5571273.96,5509470.452
45468,Fair School Funding Plan,Loudonville-Perrysville Exempted Village,Ashland,6486513.276,6120221.929,5874851.131,5753400.779,5571273.96,5468640.728
49874,Fair School Funding Plan,Louisville City,Stark,18271785.2,16033516.03,15433475.15,15553287.89,17205345.34,24929897.14
49874,Ohio House Proposal,Louisville City,Stark,18271785.2,16033516.03,15433475.15,15553287.89,17205345.34,17283286.62
44271,Fair School Funding Plan,Loveland City,Hamilton,14010606.65,13338497.56,12857422.73,12778378.45,12794150.08,13211424.42
44271,Ohio House Proposal,Loveland City,Hamilton,14010606.65,13338497.56,12857422.73,12778378.45,12794150.08,12743261.71
48330,Fair School Funding Plan,Lowellville Local,Mahoning,2350986.325,3943812.21,3806030.305,3724037.561,4103398.57,6556951.365
48330,Ohio House Proposal,Lowellville Local,Mahoning,2350986.325,3943812.21,3806030.305,3724037.561,4103398.57,4408196.328
49445,Fair School Funding Plan,Lucas Local,Richland,10158953.17,2975306.192,2978451.852,2860925.584,2780564.01,2762170.71
49445,Ohio House Proposal,Lucas Local,Richland,10158953.17,2975306.192,2978451.852,2860925.584,2780564.01,2749016.581
47639,Fair School Funding Plan,Lynchburg-Clay Local,Highland,10068880.07,11915191.06,11393183.64,11046856.53,10939407.05,12849239.73
47639,Ohio House Proposal,Lynchburg-Clay Local,Highland,10068880.07,11915191.06,11393183.64,11046856.53,10939407.05,10785538.44
48702,Fair School Funding Plan,Mad River Local,Montgomery,26926810.49,31800404.67,30577292.66,33143291.22,35536709.49,54904151.63
48702,Ohio House Proposal,Mad River Local,Montgomery,26926810.49,31800404.67,30577292.66,33143291.22,35536709.49,38480346.94
44289,Ohio House Proposal,Madeira City,Hamilton,2869680.051,2796345.516,2730853.761,2730152.126,2693189.22,2957481.408
44289,Fair School Funding Plan,Madeira City,Hamilton,2869680.051,2796345.516,2730853.761,2730152.126,2693189.22,2820341.2
49452,Fair School Funding Plan,Madison Local,Richland,3231203.806,17664522.55,17661343.76,18699044.12,18465121.68,24413190.81
47886,Fair School Funding Plan,Madison Local,Lake,913516.242,15298720.97,14666072.47,14783420.42,14575548.38,23216181.5
49452,Ohio House Proposal,Madison Local,Richland,3231203.806,17664522.55,17661343.76,18699044.12,18465121.68,18245076.48
47886,Ohio House Proposal,Madison Local,Lake,913516.242,15298720.97,14666072.47,14783420.42,14575548.38,14427596.1
46128,Fair School Funding Plan,Madison Local,Butler,10931849.12,10243899.62,9826352.354,10553444.4,10414509.35,13907263.47
46128,Ohio House Proposal,Madison Local,Butler,10931849.12,10243899.62,9826352.354,10553444.4,10414509.35,10292014.98
48272,Fair School Funding Plan,Madison-Plains Local,Madison,9069270.245,4247639.066,4060713.187,4055987.257,4451641.12,4681607.606
48272,Ohio House Proposal,Madison-Plains Local,Madison,9069270.245,4247639.066,4060713.187,4055987.257,4451641.12,4422042.028
442,Fair School Funding Plan,Manchester Local,Adams,4285327.813,5082961.45,5537950.6,7010629.734,7913906.27,14693836.31
442,Ohio House Proposal,Manchester Local,Adams,4285327.813,5082961.45,5537950.6,7010629.734,7913906.27,9566781.788
50005,Fair School Funding Plan,Manchester Local,Summit,7191590.899,5678544.113,5646594.061,5450964.732,5411851.63,5478244.164
50005,Ohio House Proposal,Manchester Local,Summit,7191590.899,5678544.113,5646594.061,5450964.732,5411851.63,5370073.272
44297,Fair School Funding Plan,Mansfield City,Richland,26998653.23,27523893.7,27882629.58,30587409.51,29586191.06,44989003.68
44297,Ohio House Proposal,Mansfield City,Richland,26998653.23,27523893.7,27882629.58,30587409.51,29586191.06,29176492.48
44305,Fair School Funding Plan,Maple Heights City,Cuyahoga,24748001.53,25647589.21,27329925.72,29535947.81,29592287.31,47628285.95
44305,Ohio House Proposal,Maple Heights City,Cuyahoga,24748001.53,25647589.21,27329925.72,29535947.81,29592287.31,29735939.26
45831,Fair School Funding Plan,Mapleton Local,Ashland,5597290.813,5318387.678,5161349.277,5695493.612,5909562.56,7645714.883
45831,Ohio House Proposal,Mapleton Local,Ashland,5597290.813,5318387.678,5161349.277,5695493.612,5909562.56,5843019.145
50211,Fair School Funding Plan,Maplewood Local,Trumbull,728007.5801,4725136.04,4612346.567,4855957.527,5366125.92,7798118.003
50211,Ohio House Proposal,Maplewood Local,Trumbull,728007.5801,4725136.04,4612346.567,4855957.527,5366125.92,5655481.143
46805,Fair School Funding Plan,Margaretta Local,Erie,4818365.817,4883334.981,4466021.923,4346524.292,4506114.14,4631798.425
46805,Ohio House Proposal,Margaretta Local,Erie,4818365.817,4883334.981,4466021.923,4346524.292,4506114.14,4468814.246
44313,Fair School Funding Plan,Mariemont City,Hamilton,3252134.613,3183589.388,3144955.715,3074692.674,3071933.23,3135028.29
44313,Ohio House Proposal,Mariemont City,Hamilton,3252134.613,3183589.388,3144955.715,3074692.674,3071933.23,3089732.385
44321,Fair School Funding Plan,Marietta City,Washington,9323852.746,8583939.222,8383200.103,8035504.531,7937501.39,7926003.372
44321,Ohio House Proposal,Marietta City,Washington,9323852.746,8583939.222,8383200.103,8035504.531,7937501.39,7893167.62
44339,Fair School Funding Plan,Marion City,Marion,45758354.24,43404582.25,43054021.54,42806756.65,42918215.56,62040846.11
44339,Ohio House Proposal,Marion City,Marion,45758354.24,43404582.25,43054021.54,42806756.65,42918215.56,42313057.25
48553,Fair School Funding Plan,Marion Local,Mercer,6876949.886,5526351.206,5671578.317,6379760.822,6687373.77,8784497.875
48553,Ohio House Proposal,Marion Local,Mercer,6876949.886,5526351.206,5671578.317,6379760.822,6687373.77,6892508.956
49882,Ohio House Proposal,Marlington Local,Stark,16994231.57,10984472.09,10611852.35,10229749.54,9911852.77,9819650.549
49882,Fair School Funding Plan,Marlington Local,Stark,16994231.57,10984472.09,10611852.35,10229749.54,9911852.77,9729258
44347,Fair School Funding Plan,Martins Ferry City,Belmont,12763598,11921214.29,11442300.45,11032091.18,10830860.42,14024345.19
44347,Ohio House Proposal,Martins Ferry City,Belmont,12763598,11921214.29,11442300.45,11032091.18,10830860.42,10692160.29
45476,Fair School Funding Plan,Marysville Exempted Village,Union,24033542.31,22658262.72,22734997.08,25628193.79,24862582.77,37674633.52
45476,Ohio House Proposal,Marysville Exempted Village,Union,24033542.31,22658262.72,22734997.08,25628193.79,24862582.77,24665325.93
50450,Fair School Funding Plan,Mason City,Warren,12822735.13,38637170.16,36703940.37,35905282.71,35990785.68,37097048.32
50450,Ohio House Proposal,Mason City,Warren,12822735.13,38637170.16,36703940.37,35905282.71,35990785.68,35801124.68
44354,Fair School Funding Plan,Massillon City,Stark,35106534.31,32580672.72,33206304.81,36090320.4,36809242.53,56033674.25
44354,Ohio House Proposal,Massillon City,Stark,35106534.31,32580672.72,33206304.81,36090320.4,36809242.53,39449377.6
50153,Fair School Funding Plan,Mathews Local,Trumbull,7448515.763,1741259.9,1762544.103,2031694.242,1878642.95,2266766.201
50153,Ohio House Proposal,Mathews Local,Trumbull,7448515.763,1741259.9,1762544.103,2031694.242,1878642.95,1872615.462
44362,Fair School Funding Plan,Maumee City,Lucas,5804843.191,5572567.003,5161133.451,5973724.648,6292853.09,11024185.64
44362,Ohio House Proposal,Maumee City,Lucas,5804843.191,5572567.003,5161133.451,5973724.648,6292853.09,6279408.693
44370,Fair School Funding Plan,Mayfield City,Cuyahoga,5243841.346,5881500.431,5802818.892,7000194.518,7172209.02,9377906.277
44370,Ohio House Proposal,Mayfield City,Cuyahoga,5243841.346,5881500.431,5802818.892,7000194.518,7172209.02,8024710.506
48850,Fair School Funding Plan,Maysville Local,Muskingum,14476946.68,15564764.25,15110516.89,15201975.4,15080054.25,21523231.96
48850,Ohio House Proposal,Maysville Local,Muskingum,14476946.68,15564764.25,15110516.89,15201975.4,15080054.25,15156520.81
47456,Fair School Funding Plan,McComb Local,Hancock,6369539.352,3919974.419,3916863.506,4154703.987,4386243.17,6931978.606
47456,Ohio House Proposal,McComb Local,Hancock,6369539.352,3919974.419,3916863.506,4154703.987,4386243.17,4725545.056
50229,Fair School Funding Plan,McDonald Local,Trumbull,4884052.193,6786339.652,6620413.177,6977572.143,7260840.88,10642970.92
50229,Ohio House Proposal,McDonald Local,Trumbull,4884052.193,6786339.652,6620413.177,6977572.143,7260840.88,7757477.684
45484,Fair School Funding Plan,Mechanicsburg Exempted Village,Champaign,5433034.946,5417302.618,5609144.296,6135266.373,6122791.57,9303358.902
45484,Ohio House Proposal,Mechanicsburg Exempted Village,Champaign,5433034.946,5417302.618,5609144.296,6135266.373,6122791.57,6389908.36
44388,Fair School Funding Plan,Medina City SD,Medina,19279783.43,18611454.17,18312404.26,18083251.15,18171015.41,18565634.12
44388,Ohio House Proposal,Medina City SD,Medina,19279783.43,18611454.17,18312404.26,18083251.15,18171015.41,18113446.59
48520,Fair School Funding Plan,Meigs Local,Meigs,7980786.298,18891433.1,18187454.68,18360449.97,18314740.55,25835278.52
